Patente|Pedimento|SeccionAduanera|TipoFecha|FechaOperacion|FechaValidacionPagoR
3949|5104850|071|1|2025-12-20|2026-01-09 14:08:01|
3147|6000328|850|2|2025-10-06|2026-01-21 12:46:09|
3147|5009552|521|5|2025-12-23|2026-01-08 19:13:00|
3129|5026337|240|2|2026-01-14|2026-01-14 09:03:03|
1680|6000840|800|2|2026-01-23|2026-01-23 14:22:02|
3949|5060521|070|2|2026-01-07|2026-01-07 14:11:01|
1680|5000422|230|2|2026-01-05|2026-01-05 16:21:02|
3949|5000177|670|2|2026-01-12|2026-01-12 16:53:00|
1680|6011247|240|1|2026-01-19|2026-01-19 16:27:06|
1669|5000231|810|1|2025-12-23|2026-01-08 15:47:01|
3147|6001405|470|2|2026-01-27|2026-01-27 13:43:02|
3949|6000026|670|2|2026-01-28|2026-01-28 12:06:00|
1680|5035181|800|2|2026-01-06|2026-01-06 17:31:00|
1680|5031278|800|1|2025-12-01|2026-01-09 15:42:02|
1680|5092192|240|1|2025-12-05|2026-01-05 17:38:01|
1680|5005484|230|2|2026-01-06|2026-01-06 17:08:00|
3949|5060558|071|1|2025-12-11|2026-01-09 16:59:03|
1680|5070753|240|2|2026-01-07|2026-01-07 16:56:06|
1680|5005498|230|2|2026-01-07|2026-01-07 12:19:02|
3949|5004812|160|2|2026-01-08|2026-01-08 16:50:09|
1669|5023762|430|5|2025-12-13|2026-01-08 17:54:00|
1680|5036307|240|2|2026-01-08|2026-01-08 13:43:02|
3147|5023952|650|2|2026-01-08|2026-01-08 14:52:01|
3949|5004814|160|1|2025-12-09|2026-01-08 11:59:04|
1680|6002467|800|2|2026-01-21|2026-01-21 15:15:04|
1680|6011266|240|2|2026-01-23|2026-01-23 16:59:07|
3949|6000506|670|3|2026-01-26|2026-01-26 14:14:00|
3147|5009514|521|5|2025-12-22|2026-01-08 18:32:02|
3949|5000176|670|1|2025-12-01|2026-01-08 13:44:01|
1680|5070745|240|2|2026-01-07|2026-01-07 16:46:03|
1680|6000844|800|3|2026-01-21|2026-01-21 15:46:01|
1680|6000850|800|2|2026-01-14|2026-01-14 13:22:01|
3949|5001069|071|2|2026-01-05|2026-01-05 17:33:04|
1680|6002513|800|2|2026-01-30|2026-01-30 12:51:00|
3949|5104841|071|1|2025-12-22|2026-01-09 13:40:01|
1680|6002504|800|3|2026-01-28|2026-01-28 17:10:06|
3147|5009553|521|5|2025-12-23|2026-01-08 19:13:02|
1669|6900377|510|1|2026-01-02|2026-01-05 15:03:01|
3949|5060525|071|2|2026-01-07|2026-01-07 15:09:01|
3147|5000149|470|1|2025-12-19|2026-01-08 20:21:01|
1680|6002468|800|2|2026-01-21|2026-01-21 15:15:04|
1680|6002478|800|2|2026-01-16|2026-01-16 15:07:04|
1680|5001378|270|2|2026-01-08|2026-01-08 18:09:02|
1680|6002471|800|2|2026-01-21|2026-01-21 15:15:05|
1680|6002507|800|3|2026-01-30|2026-01-30 15:24:02|
1733|5033996|640|2|2026-01-07|2026-01-07 19:06:01|
1680|6011222|240|1|2026-01-09|2026-01-09 19:07:05|
3949|5003051|672|1|2025-12-08|2026-01-02 19:40:01|
1680|6024642|240|1|2026-01-28|2026-01-28 12:37:02|
1680|5000277|230|1|2025-12-29|2026-01-08 13:14:01|
1680|5031296|800|2|2026-01-09|2026-01-09 15:43:03|
3147|5038333|470|2|2026-01-08|2026-01-08 18:46:01|
1680|5000285|230|1|2025-12-19|2026-01-07 15:44:00|
1680|6002495|800|2|2026-01-23|2026-01-23 15:46:03|
1680|6024609|240|1|2026-01-14|2026-01-14 14:57:04|
3949|5060522|071|5|2025-12-31|2026-01-02 19:00:00|
3949|5060535|070|2|2026-01-05|2026-01-05 17:11:05|
1680|6011256|240|2|2026-01-21|2026-01-21 14:40:03|
3147|5005657|850|1|2025-12-08|2026-01-08 21:10:03|
1669|5000230|810|2|2026-01-05|2026-01-05 14:12:00|
1680|5000866|240|2|2026-01-27|2026-01-27 17:59:02|
3949|5104826|071|5|2025-12-26|2026-01-08 15:18:01|
3949|5004815|160|2|2026-01-08|2026-01-08 11:59:06|
3949|5000172|672|5|2025-12-31|2026-01-07 13:21:01|
1680|5100841|240|1|2025-12-29|2026-01-08 10:48:04|
1680|5000423|230|2|2026-01-05|2026-01-05 16:21:01|
3949|5104846|071|2|2026-01-08|2026-01-08 15:47:01|
3949|6610001|670|3|2025-12-31|2026-01-08 19:41:01|
1680|6011246|240|2|2026-01-16|2026-01-16 18:26:17|
3949|5004814|160|2|2026-01-08|2026-01-08 11:59:04|
1669|6001582|810|3|2025-12-23|2026-01-17 11:01:00|
3949|6000101|670|3|2025-12-31|2026-01-08 23:01:01|
1680|6002474|800|3|2026-01-21|2026-01-21 15:15:06|
1680|6024604|240|1|2026-01-20|2026-01-20 11:04:07|
1680|5031283|800|1|2025-12-01|2026-01-14 13:30:01|
3949|5000181|672|5|2025-12-31|2026-01-07 13:37:01|
1680|5031274|800|1|2025-12-01|2026-01-08 16:47:01|
3949|5104882|071|1|2025-12-02|2026-01-08 15:45:03|
1680|6024603|240|1|2026-01-14|2026-01-14 12:48:03|
1680|6011279|240|2|2026-01-30|2026-01-30 18:41:07|
1680|5005480|230|1|2025-12-20|2026-01-06 19:04:02|
1680|6000849|800|3|2026-01-16|2026-01-16 17:01:00|
1680|6002475|800|2|2026-01-21|2026-01-21 15:15:07|
1680|6011242|240|2|2026-01-16|2026-01-16 18:26:14|
1680|6005539|230|3|2025-12-31|2026-01-07 18:47:00|
3949|5060520|070|2|2026-01-02|2026-01-02 18:23:00|
1680|6000846|800|2|2026-01-16|2026-01-16 14:49:00|
3147|5000017|521|2|2026-01-08|2026-01-08 17:48:00|
1669|5000230|810|5|2025-12-31|2026-01-05 14:12:00|
3949|5005338|160|5|2025-12-24|2026-01-09 08:40:01|
1680|5031251|800|2|2026-01-12|2026-01-12 17:03:03|
3949|5104834|071|2|2026-01-08|2026-01-08 15:50:01|
3949|6000020|670|2|2026-01-26|2026-01-26 13:42:00|
1680|6002484|800|3|2026-01-16|2026-01-16 10:07:01|
1680|5000952|240|1|2025-12-09|2026-01-09 17:43:16|
3949|5001067|070|5|2025-12-03|2026-01-05 18:07:01|
1680|6002458|800|2|2026-01-20|2026-01-20 15:49:03|
3949|5000067|480|2|2026-01-08|2026-01-08 18:38:03|
1869|6000052|180|1|2026-01-21|2026-01-27 16:41:01|
1680|5034297|800|2|2026-01-05|2026-01-05 15:26:02|
1680|6024632|240|2|2026-01-23|2026-01-23 18:48:02|
3147|5005611|850|1|2025-12-26|2026-01-27 23:24:03|
1680|5031285|800|2|2026-01-13|2026-01-13 10:45:03|
3949|5104834|071|1|2025-12-30|2026-01-08 15:50:01|
1680|6000844|800|2|2026-01-21|2026-01-21 15:46:01|
1680|6011229|240|1|2026-01-09|2026-01-09 19:07:12|
1680|5035190|800|2|2026-01-08|2026-01-08 15:55:01|
1680|5005483|230|5|2025-12-31|2026-01-06 17:36:00|
1680|5092161|240|2|2026-01-08|2026-01-08 11:12:07|
1680|6011227|240|2|2026-01-09|2026-01-09 19:07:08|
1680|6024619|240|2|2026-01-15|2026-01-15 19:52:02|
3949|5060522|071|2|2026-01-02|2026-01-02 19:00:00|
3949|5060546|071|2|2026-01-08|2026-01-08 18:03:01|
3949|5000730|672|5|2025-12-03|2026-01-02 12:14:00|
1869|6000052|180|2|2026-01-27|2026-01-27 16:41:01|
3949|5104839|071|1|2025-12-17|2026-01-06 09:12:01|
1669|5023108|430|5|2025-12-01|2026-01-06 10:08:00|
1680|5031303|800|2|2026-01-09|2026-01-09 15:43:04|
1680|6011234|240|1|2026-01-14|2026-01-14 18:07:08|
1669|5000222|810|1|2025-12-30|2026-01-08 15:44:00|
1680|5000932|240|1|2025-12-11|2026-01-05 17:10:02|
1669|5022897|430|2|2026-01-08|2026-01-08 11:20:00|
1680|6002458|800|3|2026-01-20|2026-01-20 15:49:03|
1680|5083929|240|2|2026-01-19|2026-01-19 09:16:02|
1869|6000030|180|1|2025-12-19|2026-01-30 11:04:00|
1669|6900440|510|2|2025-12-02|2026-01-28 15:44:01|
3949|5005114|160|2|2026-01-08|2026-01-08 09:55:01|
3949|5104869|071|2|2026-01-08|2026-01-08 19:15:01|
3147|5005618|850|1|2025-12-16|2026-01-08 16:58:05|
1680|6002483|800|2|2026-01-16|2026-01-16 10:01:00|
1680|6011249|240|2|2026-01-19|2026-01-19 16:27:06|
3147|5024452|650|5|2025-12-08|2026-01-06 14:11:01|
3949|5060545|071|2|2026-01-08|2026-01-08 19:55:01|
3949|5003051|672|2|2026-01-02|2026-01-02 19:40:01|
1680|5005502|230|2|2026-01-07|2026-01-07 16:08:01|
1680|6011251|240|1|2026-01-20|2026-01-20 17:55:02|
1669|5000227|810|2|2026-01-08|2026-01-08 15:41:02|
1680|6011252|240|1|2026-01-20|2026-01-20 18:30:08|
3949|5060544|071|1|2025-12-20|2026-01-08 19:55:03|
3949|5060554|071|1|2025-12-30|2026-01-06 10:44:01|
1680|6024620|240|2|2026-01-19|2026-01-19 12:43:04|
1680|6002489|800|3|2026-01-16|2026-01-16 16:43:01|
1680|5031269|800|2|2026-01-13|2026-01-13 11:21:08|
1680|6005540|230|3|2025-12-31|2026-01-07 18:34:00|
1680|5000089|270|2|2026-01-07|2026-01-07 18:22:12|
1669|5022895|430|2|2026-01-07|2026-01-07 10:06:00|
3949|5104839|071|2|2026-01-06|2026-01-06 09:12:01|
1680|5036308|240|2|2026-01-02|2026-01-02 16:20:09|
1680|5005484|230|5|2025-12-31|2026-01-06 17:08:00|
1869|6000029|180|1|2025-12-19|2026-01-12 13:04:01|
1680|6011265|240|1|2026-01-23|2026-01-23 16:59:05|
3949|5000180|672|2|2026-01-07|2026-01-07 13:36:00|
1680|6024601|240|2|2026-01-13|2026-01-13 14:57:04|
1680|6005532|230|2|2026-01-07|2026-01-07 17:51:01|
3147|5005611|850|2|2026-01-27|2026-01-27 23:24:03|
3949|5005114|160|5|2025-12-31|2026-01-08 09:55:01|
1680|6000842|800|2|2026-01-16|2026-01-16 16:54:01|
1680|5005482|230|5|2025-12-31|2026-01-06 17:08:03|
1680|5000279|230|2|2026-01-08|2026-01-08 13:14:00|
3147|6001014|650|2|2026-01-20|2026-01-20 11:43:01|
1680|6002453|800|2|2026-01-14|2026-01-14 13:24:03|
1680|6002485|800|3|2026-01-16|2026-01-16 15:26:02|
3949|5104882|071|2|2026-01-08|2026-01-08 15:45:03|
1680|6024641|240|1|2026-01-28|2026-01-28 12:37:04|
1680|5031287|800|2|2026-01-09|2026-01-09 15:43:02|
3147|6001761|470|3|2026-01-27|2026-01-30 17:29:02|
1680|5000279|230|1|2025-12-23|2026-01-08 13:14:00|
1680|5001378|270|1|2025-12-31|2026-01-08 18:09:02|
3949|6000022|670|3|2026-01-28|2026-01-28 11:40:01|
1680|6000842|800|3|2026-01-16|2026-01-16 16:54:01|
1680|6002454|800|2|2026-01-14|2026-01-14 13:24:02|
1680|6001005|230|2|2026-01-19|2026-01-19 11:13:02|
3147|5038699|470|5|2025-12-16|2026-01-08 18:39:00|
1680|5031253|800|2|2026-01-28|2026-01-28 12:58:02|
1680|5050303|800|2|2026-01-07|2026-01-07 17:02:03|
3949|5060552|071|1|2025-12-29|2026-01-05 14:30:05|
1680|5100844|240|2|2026-01-08|2026-01-08 10:48:07|
3569|5025866|232|2|2026-01-05|2026-01-05 14:40:01|
1669|5000223|810|1|2025-12-30|2026-01-08 15:11:01|
1680|6002499|800|3|2026-01-27|2026-01-27 14:44:00|
1733|5036223|640|5|2025-12-15|2026-01-07 10:53:01|
1680|5092194|240|2|2026-01-08|2026-01-08 10:01:05|
1680|6000848|800|2|2026-01-21|2026-01-21 15:15:02|
1680|6024630|240|1|2026-01-23|2026-01-23 18:46:02|
1669|6001813|810|2|2026-01-30|2026-01-30 11:25:01|
1680|5031294|800|2|2026-01-14|2026-01-14 14:56:01|
3147|5038304|470|5|2025-12-01|2026-01-08 11:58:02|
1680|6011258|240|2|2026-01-21|2026-01-21 18:27:09|
1680|6011278|240|2|2026-01-30|2026-01-30 18:41:06|
3949|5000177|670|1|2025-12-01|2026-01-12 16:53:00|
3949|5000068|480|1|2025-12-22|2026-01-08 15:25:02|
1680|6011255|240|1|2026-01-20|2026-01-20 18:30:10|
1680|6002464|800|3|2026-01-21|2026-01-21 15:15:03|
3949|5104859|071|2|2026-01-07|2026-01-07 13:02:01|
1680|6011283|240|2|2026-01-30|2026-01-30 17:53:04|
1680|6024615|240|1|2026-01-15|2026-01-15 19:51:04|
3147|5023951|650|1|2025-12-22|2026-01-08 10:28:01|
1680|6005540|230|2|2026-01-07|2026-01-07 18:34:00|
3949|5000636|672|5|2025-12-31|2026-01-02 21:15:01|
1680|6024628|240|1|2026-01-21|2026-01-21 14:03:02|
1680|5070812|240|5|2025-12-31|2026-01-08 15:15:03|
1669|5000031|510|1|2025-12-16|2026-01-08 09:37:00|
3949|5104877|071|1|2025-12-01|2026-01-09 15:40:01|
3147|5000149|470|2|2026-01-08|2026-01-08 20:21:01|
1680|6011238|240|2|2026-01-15|2026-01-15 18:33:15|
1680|5031263|800|2|2026-01-12|2026-01-12 10:16:01|
1680|6011272|240|2|2026-01-26|2026-01-26 18:32:03|
1680|6011256|240|1|2026-01-21|2026-01-21 14:40:03|
3949|5060553|071|1|2025-12-18|2026-01-05 13:44:01|
1680|5031284|800|2|2026-01-09|2026-01-09 14:33:03|
3949|5000180|672|5|2025-12-05|2026-01-07 13:36:00|
1680|5092173|240|1|2025-12-19|2026-01-05 13:16:02|
1680|6024605|240|1|2026-01-14|2026-01-14 12:48:04|
1669|6007883|430|1|2026-01-16|2026-01-19 14:05:01|
3949|5104826|071|2|2026-01-08|2026-01-08 15:18:01|
1680|6002461|800|3|2026-01-14|2026-01-14 13:26:01|
1680|5000291|230|2|2026-01-07|2026-01-07 13:58:03|
1680|6000837|800|2|2026-01-13|2026-01-13 12:09:02|
3949|6000021|670|3|2026-01-28|2026-01-28 11:28:01|
1680|6024618|240|2|2026-01-15|2026-01-15 19:53:02|
3949|6032961|160|2|2026-01-21|2026-01-21 17:33:06|
1680|5005485|230|2|2026-01-06|2026-01-06 13:18:03|
1680|6000847|800|2|2026-01-16|2026-01-16 16:58:02|
3147|5037998|470|2|2026-01-09|2026-01-09 20:12:00|
3949|5060537|071|2|2026-01-05|2026-01-05 17:11:05|
3147|5023951|650|2|2026-01-08|2026-01-08 10:28:01|
1680|5092175|240|1|2025-12-26|2026-01-07 10:05:03|
1680|5035191|800|5|2025-12-04|2026-01-08 17:13:00|
1680|6002461|800|2|2026-01-14|2026-01-14 13:26:01|
1680|6024626|240|2|2026-01-21|2026-01-21 14:03:02|
1680|5000427|230|2|2026-01-05|2026-01-05 16:21:01|
1680|5092189|240|2|2026-01-09|2026-01-09 14:53:02|
1680|6011239|240|2|2026-01-15|2026-01-15 18:33:17|
1669|5003244|510|2|2026-01-07|2026-01-07 09:59:01|
1680|5035195|800|2|2026-01-05|2026-01-05 16:08:00|
3949|5004811|160|2|2026-01-08|2026-01-08 14:47:02|
3147|5009554|521|5|2025-12-23|2026-01-08 18:36:01|
3949|5060553|071|2|2026-01-05|2026-01-05 13:44:01|
1680|6001005|230|3|2026-01-19|2026-01-19 11:13:02|
1680|6024628|240|2|2026-01-21|2026-01-21 14:03:02|
1680|6011221|240|1|2025-12-30|2026-01-03 13:19:02|
3949|5004809|160|1|2025-12-30|2026-01-08 12:55:04|
1680|6011274|240|2|2026-01-28|2026-01-28 17:59:01|
1680|6011250|240|2|2026-01-27|2026-01-27 17:56:05|
1680|6024626|240|1|2026-01-21|2026-01-21 14:03:02|
1680|5092174|240|2|2026-01-02|2026-01-02 16:20:08|
1680|6024640|240|2|2026-01-28|2026-01-28 12:35:14|
1680|5005476|230|1|2025-12-19|2026-01-05 19:05:01|
1680|5000281|230|1|2025-12-23|2026-01-07 13:46:01|
3949|5060521|070|5|2025-12-31|2026-01-07 14:11:01|
3147|5005618|850|2|2026-01-08|2026-01-08 16:58:05|
1680|5031268|800|2|2026-01-12|2026-01-12 16:00:01|
1680|6011257|240|1|2026-01-21|2026-01-21 18:27:08|
1680|6024637|240|2|2026-01-26|2026-01-26 18:30:02|
1680|5031260|800|1|2025-12-01|2026-01-12 14:42:01|
1680|5092187|240|1|2025-12-05|2026-01-12 15:57:02|
1680|6011254|240|2|2026-01-20|2026-01-20 18:30:09|
3949|5004815|160|1|2025-12-27|2026-01-08 11:59:06|
1680|6002468|800|3|2026-01-21|2026-01-21 15:15:04|
1680|6024640|240|1|2026-01-28|2026-01-28 12:35:14|
1680|6002501|800|2|2026-01-26|2026-01-26 15:35:04|
1669|5023109|430|2|2026-01-02|2026-01-02 16:46:00|
3949|5104833|071|2|2026-01-08|2026-01-08 18:36:00|
1680|5000912|240|2|2026-01-14|2026-01-14 12:06:02|
3949|5060532|071|5|2025-12-26|2026-01-08 14:45:04|
1680|5035203|800|2|2026-01-06|2026-01-06 16:12:04|
1680|6011231|240|1|2026-01-12|2026-01-12 18:09:08|
1680|6000826|800|2|2026-01-09|2026-01-09 16:32:01|
1680|6024631|240|2|2026-01-23|2026-01-23 18:47:02|
3949|5104883|071|1|2025-12-22|2026-01-09 10:46:01|
3949|5060524|071|5|2025-12-31|2026-01-08 12:47:01|
1680|6024150|240|1|2026-01-15|2026-01-15 15:45:11|
1680|5031276|800|2|2026-01-09|2026-01-09 15:40:07|
1680|6024630|240|2|2026-01-23|2026-01-23 18:46:02|
3147|6001294|470|2|2026-01-22|2026-01-22 12:41:01|
1680|5000827|240|2|2026-01-27|2026-01-27 11:36:02|
1680|5031257|800|2|2026-01-12|2026-01-12 09:46:01|
1680|6002477|800|2|2026-01-16|2026-01-16 15:01:02|
1680|6011269|240|2|2026-01-26|2026-01-26 18:30:08|
3949|5060533|071|2|2026-01-08|2026-01-08 14:45:01|
1669|5000233|810|5|2025-12-31|2026-01-05 15:55:01|
1680|6011264|240|1|2026-01-23|2026-01-23 16:59:04|
1680|5000291|230|1|2025-12-30|2026-01-07 13:58:03|
1669|5003140|510|1|2025-12-18|2026-01-13 17:37:00|
1680|6011243|240|2|2026-01-16|2026-01-16 18:26:15|
1669|6900410|430|2|2026-01-08|2026-01-08 11:51:01|
3949|5104841|071|2|2026-01-09|2026-01-09 13:40:01|
3949|6000026|670|3|2026-01-28|2026-01-28 12:06:00|
1680|5000388|230|2|2026-01-07|2026-01-07 14:56:00|
1669|6000815|510|1|2026-01-30|2026-01-31 11:06:01|
3949|6000023|670|2|2026-01-28|2026-01-28 11:49:01|
1680|5092191|240|1|2025-12-05|2026-01-09 12:43:03|
1669|6003628|430|1|2026-01-19|2026-01-21 13:11:03|
1680|6024622|240|1|2026-01-19|2026-01-19 13:37:03|
1680|5092196|240|1|2025-12-11|2026-01-09 15:52:02|
1680|5035180|800|5|2025-12-31|2026-01-19 16:02:02|
1680|6024616|240|2|2026-01-16|2026-01-16 16:34:11|
1680|5005480|230|2|2026-01-06|2026-01-06 19:04:02|
1669|5023762|430|2|2026-01-08|2026-01-08 17:54:00|
1669|5000226|810|2|2026-01-08|2026-01-08 15:17:01|
3949|5004822|160|1|2025-12-27|2026-01-08 18:28:07|
1680|6011235|240|1|2026-01-14|2026-01-14 18:07:09|
1680|5035190|800|5|2025-12-31|2026-01-08 15:55:01|
1680|6011283|240|1|2026-01-30|2026-01-30 17:53:04|
1680|6000839|800|3|2026-01-13|2026-01-13 11:59:01|
1669|6900410|510|1|2025-12-12|2026-01-15 15:58:03|
1680|5035182|800|2|2026-01-08|2026-01-08 15:17:01|
1669|5003141|510|2|2026-01-07|2026-01-07 13:43:01|
1680|5092160|240|1|2025-12-16|2026-01-09 17:18:04|
3949|5060543|071|2|2026-01-08|2026-01-08 19:55:02|
1680|5070748|240|1|2025-12-23|2026-01-07 15:02:01|
1680|6011224|240|1|2026-01-09|2026-01-09 19:07:07|
1680|5092145|240|2|2026-01-08|2026-01-08 09:11:02|
1680|6024619|240|1|2026-01-15|2026-01-15 19:52:02|
3147|5038647|470|1|2025-12-17|2026-01-09 13:39:01|
1680|6002462|800|3|2026-01-14|2026-01-14 13:26:02|
1869|6000029|180|2|2026-01-12|2026-01-12 13:04:01|
1680|5035192|800|2|2026-01-06|2026-01-06 16:02:01|
3949|5000179|672|2|2026-01-06|2026-01-06 15:00:00|
1680|5031275|800|1|2025-12-01|2026-01-08 16:47:00|
1680|6011284|240|1|2026-01-31|2026-01-31 14:41:02|
3147|5025450|650|5|2025-12-08|2026-01-08 09:39:01|
3949|5004811|160|1|2025-12-09|2026-01-08 14:47:02|
1680|5031280|800|1|2025-12-01|2026-01-08 16:47:02|
1680|6002472|800|3|2026-01-21|2026-01-21 15:15:07|
